name,id,created_at,line_items,line_item.admin_graphql_api_id,line_item.discount_allocations_0_amount,line_item.discount_allocations_0_amount_set_presentment_money_amount,line_item.discount_allocations_0_amount_set_presentment_money_currency_code,line_item.discount_allocations_0_amount_set_shop_money_amount,line_item.discount_allocations_0_amount_set_shop_money_currency_code,line_item.discount_allocations_0_discount_application_index,line_item.discount_allocations_1_amount,line_item.discount_allocations_1_amount_set_presentment_money_amount,line_item.discount_allocations_1_amount_set_presentment_money_currency_code,line_item.discount_allocations_1_amount_set_shop_money_amount,line_item.discount_allocations_1_amount_set_shop_money_currency_code,line_item.discount_allocations_1_discount_application_index,line_item.fulfillable_quantity,line_item.fulfillment_service,line_item.fulfillment_status,line_item.gift_card,line_item.grams,line_item.id,line_item.name,line_item.price,line_item.price_set_presentment_money_amount,line_item.price_set_presentment_money_currency_code,line_item.price_set_shop_money_amount,line_item.price_set_shop_money_currency_code,line_item.product_exists,line_item.product_id,line_item.properties_0_name,line_item.properties_0_value,line_item.quantity,line_item.requires_shipping,line_item.sku,line_item.tax_lines_0_channel_liable,line_item.tax_lines_0_price,line_item.tax_lines_0_price_set_presentment_money_amount,line_item.tax_lines_0_price_set_presentment_money_currency_code,line_item.tax_lines_0_price_set_shop_money_amount,line_item.tax_lines_0_price_set_shop_money_currency_code,line_item.tax_lines_0_rate,line_item.tax_lines_0_title,line_item.tax_lines_1_channel_liable,line_item.tax_lines_1_price,line_item.tax_lines_1_price_set_presentment_money_amount,line_item.tax_lines_1_price_set_presentment_money_currency_code,line_item.tax_lines_1_price_set_shop_money_amount,line_item.tax_lines_1_price_set_shop_money_currency_code,line_item.tax_lines_1_rate,line_item.tax_lines_1_title,line_item.taxable,line_item.title,line_item.total_discount,line_item.total_discount_set_presentment_money_amount,line_item.total_discount_set_presentment_money_currency_code,line_item.total_discount_set_shop_money_amount,line_item.total_discount_set_shop_money_currency_code,line_item.variant_id,line_item.variant_inventory_management,line_item.variant_title,line_item.vendor
#18723,5472740344063,2024-01-01T21:44:31+05:30,"{'id': 13649307992319, 'admin_graphql_api_id': 'gid://shopify/LineItem/13649307992319', 'fulfillable_quantity': 0, 'fulfillment_service': 'manual', 'fulfillment_status': 'fulfilled', 'gift_card': False, 'grams': 0, 'name': 'Gemini Dust 100gm', 'price': '44.00', 'price_set': {'shop_money': {'amount': '44.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '44.00', 'currency_code': 'INR'}}, 'product_exists': True, 'product_id': 8183954374911, 'properties': [], 'quantity': 5, 'requires_shipping': True, 'sku': '14000000000236', 'taxable': True, 'title': 'Gemini Dust 100gm', 'total_discount': '0.00', 'total_discount_set': {'shop_money': {'amount': '0.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'INR'}}, 'variant_id': 44231329448191, 'variant_inventory_management': 'shopify', 'variant_title': None, 'vendor': 'Gemini', 'tax_lines': [{'channel_liable': False, 'price': '33.56', 'price_set': {'shop_money': {'amount': '33.56', 'currency_code': 'INR'}, 'presentment_money': {'amount': '33.56', 'currency_code': 'INR'}}, 'rate': 0.18, 'title': 'IGST'}], 'duties': [], 'discount_allocations': []}",gid://shopify/LineItem/13649307992319,,,,,,,,,,,,,0,manual,fulfilled,False,0,13649307992319,Gemini Dust 100gm,44.00,44.00,INR,44.00,INR,True,8183954374911,,,5,True,14000000000236,False,33.56,33.56,INR,33.56,INR,0.18,IGST,,,,,,,,,True,Gemini Dust 100gm,0.00,0.00,INR,0.00,INR,44231329448191,shopify,,Gemini
#18723,5472740344063,2024-01-01T21:44:31+05:30,"{'id': 13649308025087, 'admin_graphql_api_id': 'gid://shopify/LineItem/13649308025087', 'fulfillable_quantity': 0, 'fulfillment_service': 'manual', 'fulfillment_status': 'fulfilled', 'gift_card': False, 'grams': 0, 'name': 'Gemini Dust 250gm', 'price': '108.00', 'price_set': {'shop_money': {'amount': '108.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '108.00', 'currency_code': 'INR'}}, 'product_exists': True, 'product_id': 8183960994047, 'properties': [], 'quantity': 5, 'requires_shipping': True, 'sku': '14000000000235', 'taxable': True, 'title': 'Gemini Dust 250gm', 'total_discount': '0.00', 'total_discount_set': {'shop_money': {'amount': '0.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'INR'}}, 'variant_id': 44231337345279, 'variant_inventory_management': 'shopify', 'variant_title': None, 'vendor': 'Gemini', 'tax_lines': [{'channel_liable': False, 'price': '82.37', 'price_set': {'shop_money': {'amount': '82.37', 'currency_code': 'INR'}, 'presentment_money': {'amount': '82.37', 'currency_code': 'INR'}}, 'rate': 0.18, 'title': 'IGST'}], 'duties': [], 'discount_allocations': []}",gid://shopify/LineItem/13649308025087,,,,,,,,,,,,,0,manual,fulfilled,False,0,13649308025087,Gemini Dust 250gm,108.00,108.00,INR,108.00,INR,True,8183960994047,,,5,True,14000000000235,False,82.37,82.37,INR,82.37,INR,0.18,IGST,,,,,,,,,True,Gemini Dust 250gm,0.00,0.00,INR,0.00,INR,44231337345279,shopify,,Gemini
#18722,5472723697919,2024-01-01T21:23:53+05:30,"{'id': 13649279222015, 'admin_graphql_api_id': 'gid://shopify/LineItem/13649279222015', 'fulfillable_quantity': 1, 'fulfillment_service': 'manual', 'fulfillment_status': None, 'gift_card': False, 'grams': 500, 'name': 'Tata Sampann 100% Pure, Premium Cashews, 500 g - 500 g', 'price': '439.00', 'price_set': {'shop_money': {'amount': '439.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '439.00', 'currency_code': 'INR'}}, 'product_exists': True, 'product_id': 7561828401407, 'properties': [], 'quantity': 1, 'requires_shipping': True, 'sku': '15000000001587', 'taxable': True, 'title': 'Tata Sampann 100% Pure, Premium Cashews, 500 g', 'total_discount': '0.00', 'total_discount_set': {'shop_money': {'amount': '0.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'INR'}}, 'variant_id': 42483625492735, 'variant_inventory_management': 'shopify', 'variant_title': '500 g', 'vendor': 'Tata Sampann', 'tax_lines': [{'channel_liable': False, 'price': '66.97', 'price_set': {'shop_money': {'amount': '66.97', 'currency_code': 'INR'}, 'presentment_money': {'amount': '66.97', 'currency_code': 'INR'}}, 'rate': 0.18, 'title': 'IGST'}], 'duties': [], 'discount_allocations': []}",gid://shopify/LineItem/13649279222015,,,,,,,,,,,,,1,manual,,False,500,13649279222015,"Tata Sampann 100% Pure, Premium Cashews, 500 g - 500 g",439.00,439.00,INR,439.00,INR,True,7561828401407,,,1,True,15000000001587,False,66.97,66.97,INR,66.97,INR,0.18,IGST,,,,,,,,,True,"Tata Sampann 100% Pure, Premium Cashews, 500 g",0.00,0.00,INR,0.00,INR,42483625492735,shopify,500 g,Tata Sampann
#18722,5472723697919,2024-01-01T21:23:53+05:30,"{'id': 13649279254783, 'admin_graphql_api_id': 'gid://shopify/LineItem/13649279254783', 'fulfillable_quantity': 1, 'fulfillment_service': 'manual', 'fulfillment_status': None, 'gift_card': False, 'grams': 240, 'name': 'Himalayan Elevation Apple Cinnamon Jelly 240g', 'price': '174.00', 'price_set': {'shop_money': {'amount': '174.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '174.00', 'currency_code': 'INR'}}, 'product_exists': True, 'product_id': 8269446086911, 'properties': [], 'quantity': 1, 'requires_shipping': True, 'sku': '14000000006203', 'taxable': True, 'title': 'Himalayan Elevation Apple Cinnamon Jelly 240g', 'total_discount': '0.00', 'total_discount_set': {'shop_money': {'amount': '0.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'INR'}}, 'variant_id': 44461564887295, 'variant_inventory_management': 'shopify', 'variant_title': None, 'vendor': 'Himalayan Elevation', 'tax_lines': [{'channel_liable': False, 'price': '26.54', 'price_set': {'shop_money': {'amount': '26.54', 'currency_code': 'INR'}, 'presentment_money': {'amount': '26.54', 'currency_code': 'INR'}}, 'rate': 0.18, 'title': 'IGST'}], 'duties': [], 'discount_allocations': []}",gid://shopify/LineItem/13649279254783,,,,,,,,,,,,,1,manual,,False,240,13649279254783,Himalayan Elevation Apple Cinnamon Jelly 240g,174.00,174.00,INR,174.00,INR,True,8269446086911,,,1,True,14000000006203,False,26.54,26.54,INR,26.54,INR,0.18,IGST,,,,,,,,,True,Himalayan Elevation Apple Cinnamon Jelly 240g,0.00,0.00,INR,0.00,INR,44461564887295,shopify,,Himalayan Elevation
#18722,5472723697919,2024-01-01T21:23:53+05:30,"{'id': 13649279287551, 'admin_graphql_api_id': 'gid://shopify/LineItem/13649279287551', 'fulfillable_quantity': 1, 'fulfillment_service': 'manual', 'fulfillment_status': None, 'gift_card': False, 'grams': 240, 'name': 'Himalayan Elevation Strawberry Preserve 240g', 'price': '174.00', 'price_set': {'shop_money': {'amount': '174.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '174.00', 'currency_code': 'INR'}}, 'product_exists': True, 'product_id': 8269446643967, 'properties': [], 'quantity': 1, 'requires_shipping': True, 'sku': '14000000006200', 'taxable': True, 'title': 'Himalayan Elevation Strawberry Preserve 240g', 'total_discount': '0.00', 'total_discount_set': {'shop_money': {'amount': '0.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'INR'}}, 'variant_id': 44461569147135, 'variant_inventory_management': 'shopify', 'variant_title': None, 'vendor': 'Himalayan Elevation', 'tax_lines': [{'channel_liable': False, 'price': '26.54', 'price_set': {'shop_money': {'amount': '26.54', 'currency_code': 'INR'}, 'presentment_money': {'amount': '26.54', 'currency_code': 'INR'}}, 'rate': 0.18, 'title': 'IGST'}], 'duties': [], 'discount_allocations': []}",gid://shopify/LineItem/13649279287551,,,,,,,,,,,,,1,manual,,False,240,13649279287551,Himalayan Elevation Strawberry Preserve 240g,174.00,174.00,INR,174.00,INR,True,8269446643967,,,1,True,14000000006200,False,26.54,26.54,INR,26.54,INR,0.18,IGST,,,,,,,,,True,Himalayan Elevation Strawberry Preserve 240g,0.00,0.00,INR,0.00,INR,44461569147135,shopify,,Himalayan Elevation
#18721,5472720781567,2024-01-01T21:19:08+05:30,"{'id': 13649273553151, 'admin_graphql_api_id': 'gid://shopify/LineItem/13649273553151', 'fulfillable_quantity': 2, 'fulfillment_service': 'manual', 'fulfillment_status': None, 'gift_card': False, 'grams': 500, 'name': 'Tata Sampann Organic Urad Dal, 500 g - 500g', 'price': '112.00', 'price_set': {'shop_money': {'amount': '112.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '112.00', 'currency_code': 'INR'}}, 'product_exists': True, 'product_id': 6639111635110, 'properties': [{'name': '_BOGO+', 'value': '9159'}], 'quantity': 2, 'requires_shipping': True, 'sku': '15000000000557', 'taxable': True, 'title': 'Tata Sampann Organic Urad Dal, 500 g', 'total_discount': '0.00', 'total_discount_set': {'shop_money': {'amount': '0.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'INR'}}, 'variant_id': 39612156412070, 'variant_inventory_management': 'shopify', 'variant_title': '500g', 'vendor': 'Tata Sampann', 'tax_lines': [{'channel_liable': False, 'price': '30.75', 'price_set': {'shop_money': {'amount': '30.75', 'currency_code': 'INR'}, 'presentment_money': {'amount': '30.75', 'currency_code': 'INR'}}, 'rate': 0.18, 'title': 'IGST'}], 'duties': [], 'discount_allocations': [{'amount': '22.40', 'amount_set': {'shop_money': {'amount': '22.40', 'currency_code': 'INR'}, 'presentment_money': {'amount': '22.40', 'currency_code': 'INR'}}, 'discount_application_index': 0}]}",gid://shopify/LineItem/13649273553151,22.40,22.40,INR,22.40,INR,0.0,,,,,,,2,manual,,False,500,13649273553151,"Tata Sampann Organic Urad Dal, 500 g - 500g",112.00,112.00,INR,112.00,INR,True,6639111635110,_BOGO+,9159,2,True,15000000000557,False,30.75,30.75,INR,30.75,INR,0.18,IGST,,,,,,,,,True,"Tata Sampann Organic Urad Dal, 500 g",0.00,0.00,INR,0.00,INR,39612156412070,shopify,500g,Tata Sampann
#18721,5472720781567,2024-01-01T21:19:08+05:30,"{'id': 13649273585919, 'admin_graphql_api_id': 'gid://shopify/LineItem/13649273585919', 'fulfillable_quantity': 1, 'fulfillment_service': 'manual', 'fulfillment_status': None, 'gift_card': False, 'grams': 500, 'name': 'Tata Sampann Rajma Chitra, 500 g - 500g', 'price': '103.00', 'price_set': {'shop_money': {'amount': '103.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '103.00', 'currency_code': 'INR'}}, 'product_exists': True, 'product_id': 6639113928870, 'properties': [{'name': '_BOGO+', 'value': '9159'}], 'quantity': 1, 'requires_shipping': True, 'sku': '15000000000607', 'taxable': True, 'title': 'Tata Sampann Rajma Chitra, 500 g', 'total_discount': '0.00', 'total_discount_set': {'shop_money': {'amount': '0.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'INR'}}, 'variant_id': 39612161065126, 'variant_inventory_management': 'shopify', 'variant_title': '500g', 'vendor': 'Tata Sampann', 'tax_lines': [{'channel_liable': False, 'price': '14.14', 'price_set': {'shop_money': {'amount': '14.14', 'currency_code': 'INR'}, 'presentment_money': {'amount': '14.14', 'currency_code': 'INR'}}, 'rate': 0.18, 'title': 'IGST'}], 'duties': [], 'discount_allocations': [{'amount': '10.30', 'amount_set': {'shop_money': {'amount': '10.30', 'currency_code': 'INR'}, 'presentment_money': {'amount': '10.30', 'currency_code': 'INR'}}, 'discount_application_index': 0}]}",gid://shopify/LineItem/13649273585919,10.30,10.30,INR,10.30,INR,0.0,,,,,,,1,manual,,False,500,13649273585919,"Tata Sampann Rajma Chitra, 500 g - 500g",103.00,103.00,INR,103.00,INR,True,6639113928870,_BOGO+,9159,1,True,15000000000607,False,14.14,14.14,INR,14.14,INR,0.18,IGST,,,,,,,,,True,"Tata Sampann Rajma Chitra, 500 g",0.00,0.00,INR,0.00,INR,39612161065126,shopify,500g,Tata Sampann
#18721,5472720781567,2024-01-01T21:19:08+05:30,"{'id': 13649273618687, 'admin_graphql_api_id': 'gid://shopify/LineItem/13649273618687', 'fulfillable_quantity': 1, 'fulfillment_service': 'manual', 'fulfillment_status': None, 'gift_card': False, 'grams': 0, 'name': 'Tata Sampann 100% Pure Premium Flax Seeds', 'price': '91.00', 'price_set': {'shop_money': {'amount': '91.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '91.00', 'currency_code': 'INR'}}, 'product_exists': True, 'product_id': 8183319199999, 'properties': [], 'quantity': 1, 'requires_shipping': True, 'sku': '15000000002708', 'taxable': True, 'title': 'Tata Sampann 100% Pure Premium Flax Seeds', 'total_discount': '0.00', 'total_discount_set': {'shop_money': {'amount': '0.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'INR'}}, 'variant_id': 44229718180095, 'variant_inventory_management': 'shopify', 'variant_title': None, 'vendor': 'Tata Sampann', 'tax_lines': [{'channel_liable': False, 'price': '12.49', 'price_set': {'shop_money': {'amount': '12.49', 'currency_code': 'INR'}, 'presentment_money': {'amount': '12.49', 'currency_code': 'INR'}}, 'rate': 0.18, 'title': 'IGST'}], 'duties': [], 'discount_allocations': [{'amount': '9.10', 'amount_set': {'shop_money': {'amount': '9.10', 'currency_code': 'INR'}, 'presentment_money': {'amount': '9.10', 'currency_code': 'INR'}}, 'discount_application_index': 0}]}",gid://shopify/LineItem/13649273618687,9.10,9.10,INR,9.10,INR,0.0,,,,,,,1,manual,,False,0,13649273618687,Tata Sampann 100% Pure Premium Flax Seeds,91.00,91.00,INR,91.00,INR,True,8183319199999,,,1,True,15000000002708,False,12.49,12.49,INR,12.49,INR,0.18,IGST,,,,,,,,,True,Tata Sampann 100% Pure Premium Flax Seeds,0.00,0.00,INR,0.00,INR,44229718180095,shopify,,Tata Sampann
#18721,5472720781567,2024-01-01T21:19:08+05:30,"{'id': 13649273651455, 'admin_graphql_api_id': 'gid://shopify/LineItem/13649273651455', 'fulfillable_quantity': 1, 'fulfillment_service': 'manual', 'fulfillment_status': None, 'gift_card': False, 'grams': 500, 'name': 'Tata Sampann Masoor Dal, 500 g - 500g', 'price': '67.00', 'price_set': {'shop_money': {'amount': '67.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '67.00', 'currency_code': 'INR'}}, 'product_exists': True, 'product_id': 6639108194470, 'properties': [{'name': '_BOGO+', 'value': '9159'}], 'quantity': 1, 'requires_shipping': True, 'sku': '15000000000589', 'taxable': True, 'title': 'Tata Sampann Masoor Dal, 500 g', 'total_discount': '0.00', 'total_discount_set': {'shop_money': {'amount': '0.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'INR'}}, 'variant_id': 39612148121766, 'variant_inventory_management': 'shopify', 'variant_title': '500g', 'vendor': 'Tata Sampann', 'tax_lines': [{'channel_liable': False, 'price': '9.20', 'price_set': {'shop_money': {'amount': '9.20', 'currency_code': 'INR'}, 'presentment_money': {'amount': '9.20', 'currency_code': 'INR'}}, 'rate': 0.18, 'title': 'IGST'}], 'duties': [], 'discount_allocations': [{'amount': '6.70', 'amount_set': {'shop_money': {'amount': '6.70', 'currency_code': 'INR'}, 'presentment_money': {'amount': '6.70', 'currency_code': 'INR'}}, 'discount_application_index': 0}]}",gid://shopify/LineItem/13649273651455,6.70,6.70,INR,6.70,INR,0.0,,,,,,,1,manual,,False,500,13649273651455,"Tata Sampann Masoor Dal, 500 g - 500g",67.00,67.00,INR,67.00,INR,True,6639108194470,_BOGO+,9159,1,True,15000000000589,False,9.20,9.20,INR,9.20,INR,0.18,IGST,,,,,,,,,True,"Tata Sampann Masoor Dal, 500 g",0.00,0.00,INR,0.00,INR,39612148121766,shopify,500g,Tata Sampann
#18721,5472720781567,2024-01-01T21:19:08+05:30,"{'id': 13649273684223, 'admin_graphql_api_id': 'gid://shopify/LineItem/13649273684223', 'fulfillable_quantity': 1, 'fulfillment_service': 'manual', 'fulfillment_status': None, 'gift_card': False, 'grams': 500, 'name': 'Tata Sampann Urad Dal Kali, 500 g - 500g', 'price': '71.00', 'price_set': {'shop_money': {'amount': '71.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '71.00', 'currency_code': 'INR'}}, 'product_exists': True, 'product_id': 6639114846374, 'properties': [{'name': '_BOGO+', 'value': '9159'}], 'quantity': 1, 'requires_shipping': True, 'sku': '15000000000647', 'taxable': True, 'title': 'Tata Sampann Urad Dal Kali, 500 g', 'total_discount': '0.00', 'total_discount_set': {'shop_money': {'amount': '0.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'INR'}}, 'variant_id': 39612162867366, 'variant_inventory_management': 'shopify', 'variant_title': '500g', 'vendor': 'Tata Sampann', 'tax_lines': [{'channel_liable': False, 'price': '9.75', 'price_set': {'shop_money': {'amount': '9.75', 'currency_code': 'INR'}, 'presentment_money': {'amount': '9.75', 'currency_code': 'INR'}}, 'rate': 0.18, 'title': 'IGST'}], 'duties': [], 'discount_allocations': [{'amount': '7.10', 'amount_set': {'shop_money': {'amount': '7.10', 'currency_code': 'INR'}, 'presentment_money': {'amount': '7.10', 'currency_code': 'INR'}}, 'discount_application_index': 0}]}",gid://shopify/LineItem/13649273684223,7.10,7.10,INR,7.10,INR,0.0,,,,,,,1,manual,,False,500,13649273684223,"Tata Sampann Urad Dal Kali, 500 g - 500g",71.00,71.00,INR,71.00,INR,True,6639114846374,_BOGO+,9159,1,True,15000000000647,False,9.75,9.75,INR,9.75,INR,0.18,IGST,,,,,,,,,True,"Tata Sampann Urad Dal Kali, 500 g",0.00,0.00,INR,0.00,INR,39612162867366,shopify,500g,Tata Sampann
#18721,5472720781567,2024-01-01T21:19:08+05:30,"{'id': 13649273716991, 'admin_graphql_api_id': 'gid://shopify/LineItem/13649273716991', 'fulfillable_quantity': 1, 'fulfillment_service': 'manual', 'fulfillment_status': None, 'gift_card': False, 'grams': 1000, 'name': 'Tata Sampann Urad Dal Whole, 1 Kg - 1Kg', 'price': '167.00', 'price_set': {'shop_money': {'amount': '167.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '167.00', 'currency_code': 'INR'}}, 'product_exists': True, 'product_id': 6639114944678, 'properties': [], 'quantity': 1, 'requires_shipping': True, 'sku': '15000000001042', 'taxable': True, 'title': 'Tata Sampann Urad Dal Whole, 1 Kg', 'total_discount': '0.00', 'total_discount_set': {'shop_money': {'amount': '0.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'INR'}}, 'variant_id': 39612163063974, 'variant_inventory_management': 'shopify', 'variant_title': '1Kg', 'vendor': 'Tata Sampann', 'tax_lines': [{'channel_liable': False, 'price': '22.93', 'price_set': {'shop_money': {'amount': '22.93', 'currency_code': 'INR'}, 'presentment_money': {'amount': '22.93', 'currency_code': 'INR'}}, 'rate': 0.18, 'title': 'IGST'}], 'duties': [], 'discount_allocations': [{'amount': '16.70', 'amount_set': {'shop_money': {'amount': '16.70', 'currency_code': 'INR'}, 'presentment_money': {'amount': '16.70', 'currency_code': 'INR'}}, 'discount_application_index': 0}]}",gid://shopify/LineItem/13649273716991,16.70,16.70,INR,16.70,INR,0.0,,,,,,,1,manual,,False,1000,13649273716991,"Tata Sampann Urad Dal Whole, 1 Kg - 1Kg",167.00,167.00,INR,167.00,INR,True,6639114944678,,,1,True,15000000001042,False,22.93,22.93,INR,22.93,INR,0.18,IGST,,,,,,,,,True,"Tata Sampann Urad Dal Whole, 1 Kg",0.00,0.00,INR,0.00,INR,39612163063974,shopify,1Kg,Tata Sampann
#18721,5472720781567,2024-01-01T21:19:08+05:30,"{'id': 13649273749759, 'admin_graphql_api_id': 'gid://shopify/LineItem/13649273749759', 'fulfillable_quantity': 1, 'fulfillment_service': 'manual', 'fulfillment_status': None, 'gift_card': False, 'grams': 1000, 'name': 'Tata Sampann High Fibre Poha, 1 Kg - 1 Kg', 'price': '70.00', 'price_set': {'shop_money': {'amount': '70.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '70.00', 'currency_code': 'INR'}}, 'product_exists': True, 'product_id': 6678956408998, 'properties': [{'name': '_BOGO+', 'value': '9159'}], 'quantity': 1, 'requires_shipping': True, 'sku': '15000000001154', 'taxable': True, 'title': 'Tata Sampann High Fibre Poha, 1 Kg', 'total_discount': '0.00', 'total_discount_set': {'shop_money': {'amount': '0.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'INR'}}, 'variant_id': 42180545020159, 'variant_inventory_management': 'shopify', 'variant_title': '1 Kg', 'vendor': 'Tata Sampann', 'tax_lines': [{'channel_liable': False, 'price': '9.61', 'price_set': {'shop_money': {'amount': '9.61', 'currency_code': 'INR'}, 'presentment_money': {'amount': '9.61', 'currency_code': 'INR'}}, 'rate': 0.18, 'title': 'IGST'}], 'duties': [], 'discount_allocations': [{'amount': '7.00', 'amount_set': {'shop_money': {'amount': '7.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '7.00', 'currency_code': 'INR'}}, 'discount_application_index': 0}]}",gid://shopify/LineItem/13649273749759,7.00,7.00,INR,7.00,INR,0.0,,,,,,,1,manual,,False,1000,13649273749759,"Tata Sampann High Fibre Poha, 1 Kg - 1 Kg",70.00,70.00,INR,70.00,INR,True,6678956408998,_BOGO+,9159,1,True,15000000001154,False,9.61,9.61,INR,9.61,INR,0.18,IGST,,,,,,,,,True,"Tata Sampann High Fibre Poha, 1 Kg",0.00,0.00,INR,0.00,INR,42180545020159,shopify,1 Kg,Tata Sampann
#18721,5472720781567,2024-01-01T21:19:08+05:30,"{'id': 13649273782527, 'admin_graphql_api_id': 'gid://shopify/LineItem/13649273782527', 'fulfillable_quantity': 1, 'fulfillment_service': 'manual', 'fulfillment_status': None, 'gift_card': False, 'grams': 1000, 'name': 'Tata Sampann Masoor Dal Whole, 1 Kg - 1Kg', 'price': '128.00', 'price_set': {'shop_money': {'amount': '128.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '128.00', 'currency_code': 'INR'}}, 'product_exists': True, 'product_id': 6639108325542, 'properties': [{'name': '_BOGO+', 'value': '9159'}], 'quantity': 1, 'requires_shipping': True, 'sku': '15000000000591', 'taxable': True, 'title': 'Tata Sampann Masoor Dal Whole, 1 Kg', 'total_discount': '0.00', 'total_discount_set': {'shop_money': {'amount': '0.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'INR'}}, 'variant_id': 39612148383910, 'variant_inventory_management': 'shopify', 'variant_title': '1Kg', 'vendor': 'Tata Sampann', 'tax_lines': [{'channel_liable': False, 'price': '17.57', 'price_set': {'shop_money': {'amount': '17.57', 'currency_code': 'INR'}, 'presentment_money': {'amount': '17.57', 'currency_code': 'INR'}}, 'rate': 0.18, 'title': 'IGST'}], 'duties': [], 'discount_allocations': [{'amount': '12.80', 'amount_set': {'shop_money': {'amount': '12.80', 'currency_code': 'INR'}, 'presentment_money': {'amount': '12.80', 'currency_code': 'INR'}}, 'discount_application_index': 0}]}",gid://shopify/LineItem/13649273782527,12.80,12.80,INR,12.80,INR,0.0,,,,,,,1,manual,,False,1000,13649273782527,"Tata Sampann Masoor Dal Whole, 1 Kg - 1Kg",128.00,128.00,INR,128.00,INR,True,6639108325542,_BOGO+,9159,1,True,15000000000591,False,17.57,17.57,INR,17.57,INR,0.18,IGST,,,,,,,,,True,"Tata Sampann Masoor Dal Whole, 1 Kg",0.00,0.00,INR,0.00,INR,39612148383910,shopify,1Kg,Tata Sampann
#18721,5472720781567,2024-01-01T21:19:08+05:30,"{'id': 13649273815295, 'admin_graphql_api_id': 'gid://shopify/LineItem/13649273815295', 'fulfillable_quantity': 2, 'fulfillment_service': 'manual', 'fulfillment_status': None, 'gift_card': False, 'grams': 500, 'name': 'Tata Sampann Organic Brown (Kala) Chana, 500 g - 500 g', 'price': '72.00', 'price_set': {'shop_money': {'amount': '72.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '72.00', 'currency_code': 'INR'}}, 'product_exists': True, 'product_id': 6793268527270, 'properties': [{'name': '_BOGO+', 'value': '9159'}], 'quantity': 2, 'requires_shipping': True, 'sku': '15000000000549', 'taxable': True, 'title': 'Tata Sampann Organic Brown (Kala) Chana, 500 g', 'total_discount': '0.00', 'total_discount_set': {'shop_money': {'amount': '0.00', 'currency_code': 'INR'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'INR'}}, 'variant_id': 42180534173951, 'variant_inventory_management': 'shopify', 'variant_title': '500 g', 'vendor': 'Tata Sampann', 'tax_lines': [{'channel_liable': False, 'price': '19.77', 'price_set': {'shop_money': {'amount': '19.77', 'currency_code': 'INR'}, 'presentment_money': {'amount': '19.77', 'currency_code': 'INR'}}, 'rate': 0.18, 'title': 'IGST'}], 'duties': [], 'discount_allocations': [{'amount': '14.40', 'amount_set': {'shop_money': {'amount': '14.40', 'currency_code': 'INR'}, 'presentment_money': {'amount': '14.40', 'currency_code': 'INR'}}, 'discount_application_index': 0}]}",gid://shopify/LineItem/13649273815295,14.40,14.40,INR,14.40,INR,0.0,,,,,,,2,manual,,False,500,13649273815295,"Tata Sampann Organic Brown (Kala) Chana, 500 g - 500 g",72.00,72.00,INR,72.00,INR,True,6793268527270,_BOGO+,9159,2,True,15000000000549,False,19.77,19.77,INR,19.77,INR,0.18,IGST,,,,,,,,,True,"Tata Sampann Organic Brown (Kala) Chana, 500 g",0.00,0.00,INR,0.00,INR,42180534173951,shopify,500 g,Tata Sampann
